Full Address,LatLong
"40 EAST 61ST STREET                       New York, NY 10065","(40.7643009, -73.9698523674799)"
"400 EAST 67TH   STREET                    New York, NY 10065","(40.7643741, -73.9580158)"
"400 EAST 67TH   STREET New York, NY 10065","(40.7643741, -73.9580158)"
"400 EAST 67TH STREET New York, NY 10065","(40.7643741, -73.9580158)"
"36 EAST 61ST STREET                       New York, NY 10065","(40.76441865, -73.9699602384215)"
"36 EAST 61ST STREET New York, NY 10065","(40.76441865, -73.9699602384215)"
"333 EAST 66TH   STREET New York, NY 10065","(40.76443565, -73.9593258414726)"
"333 E. 66TH STREET New York, NY 10065","(40.76443565, -73.9593258414726)"
"220 EAST 65TH   STREET                    New York, NY 10065","(40.764479, -73.9624015)"
"400 EAST 67TH                             New York, NY 10065","(40.764485, -73.958232)"
"321 EAST 66TH   STREET                    New York, NY 10065","(40.764606, -73.9597226871711)"
"188 EAST 64TH   STREET                    New York, NY 10065","(40.7646725, -73.9645967)"
"188 EAST 64TH STREET                      New York, NY 10065","(40.7646725, -73.9645967)"
"188 E 64TH STREET                         New York, NY 10065","(40.7646725, -73.9645967)"
"188 EAST 64TH   STREET New York, NY 10065","(40.7646725, -73.9645967)"
"143 EAST 63RD   STREET New York, NY 10065","(40.76469435, -73.965807728197)"
"176 EAST 64TH STREET                      New York, NY 10065","(40.76485305, -73.9652145673861)"
"301 EAST 66TH   STREET                    New York, NY 10065","(40.7649527, -73.9607996)"
"40 EAST 62ND STREET                       New York, NY 10065","(40.76498135, -73.9693863172379)"
"200 EAST 66TH ST                          New York, NY 10065","(40.7650831, -73.9619934)"
"200 EAST 66TH   STREET                    New York, NY 10065","(40.7650831, -73.9619934)"
"200 EAST 66TH STREET New York, NY 10065","(40.7650831, -73.9619934)"
"200 EAST 66TH STREET                      New York, NY 10065","(40.7650831, -73.9619934)"
"200 E 66TH STREET                         New York, NY 10065","(40.7650831, -73.9619934)"
"200 EAST 65TH   STREET                    New York, NY 10065","(40.765121, -73.9636711)"
"200-210 EAST 65TH STREET                  New York, NY 10065","(40.765177, -73.963753)"
"359 EAST 68TH STREET                      New York, NY 10065","(40.7654523, -73.9581028)"
"27 EAST 62ND   STREET                     New York, NY 10065","(40.7654746, -73.969473011542)"
"357 EAST 68TH   STREET                    New York, NY 10065","(40.7655892, -73.958180138253)"
"132A EAST 65TH   STREET                   New York, NY 10065","(40.7657119, -73.9650923)"
"200 EAST 66TH                             New York, NY 10065","(40.76578, -73.96331)"
"200 EAST 66TH New York, NY 10065","(40.76578, -73.96331)"
"333 EAST 68TH   STREET New York, NY 10065","(40.7657875, -73.9588973)"
"201 EAST 66TH STREET New York, NY 10065","(40.7658889, -73.9630197)"
"201 E 66TH STREET New York, NY 10065","(40.7658889, -73.9630197)"
"201 EAST 66TH New York, NY 10065","(40.765925, -73.963207)"
"364 EAST 69TH   STREET                    New York, NY 10021","(40.76594865, -73.9580372119989)"
"364 EAST 69TH STREET                      New York, NY 10021","(40.76594865, -73.9580372119989)"
"362 EAST 69TH   STREET                    New York, NY 10021","(40.76597185, -73.9580896)"
"358 EAST 69TH STREET                      New York, NY 10021","(40.76601355, -73.9581940935803)"
"345 E 69TH STREET New York, NY 10021","(40.7660752, -73.9576325)"
"345 E. 69TH STREET New York, NY 10021","(40.7660752, -73.9576325)"
"52 EAST 64TH   STREET New York, NY 10065","(40.7661239, -73.9681998437814)"
"400 EAST 70TH STREET                      New York, NY 10021","(40.7661623, -73.9567416)"
"400 EAST 70TH   STREET New York, NY 10021","(40.7661623, -73.9567416)"
"315 EAST 68TH STREET                      New York, NY 10065","(40.7662148, -73.9599121)"
"334 EAST 69TH   STREET New York, NY 10021","(40.76628215, -73.9588252946138)"
"36 EAST 64TH   STREET                     New York, NY 10065","(40.76628635, -73.9686249330939)"
"34 EAST 64TH STREET New York, NY 10065","(40.7663051, -73.9686829974471)"
"333 EAST 69TH STREET New York, NY 10021","(40.7663781, -73.9580992456665)"
"330 EAST 70TH   STREET New York, NY 10021","(40.76661955, -73.9577697939633)"
"330 EAST 70TH ST New York, NY 10021","(40.76661955, -73.9577697939633)"
"315 EAST 69TH STREET New York, NY 10021","(40.7666491, -73.9587560998686)"
"315 EAST 69TH   STREET New York, NY 10021","(40.7666491, -73.9587560998686)"
"301 EAST 69TH   STREET                    New York, NY 10021","(40.7668164, -73.9593985)"
"205 EAST 68TH STREET                      New York, NY 10065","(40.76705845, -73.9616667962424)"
"205 EAST 68TH STREET New York, NY 10065","(40.76705845, -73.9616667962424)"
"205 EAST 68TH   STREET                    New York, NY 10065","(40.76705845, -73.9616667962424)"
"233 EAST 69TH   STREET New York, NY 10021","(40.7671834, -73.9602686)"
"315 E 70TH STREET New York, NY 10021","(40.76728795, -73.9583233574346)"
"200 EAST 69TH STREET                      New York, NY 10021","(40.7675785, -73.9617263)"
"200 EAST 69TH   STREET                    New York, NY 10021","(40.7675785, -73.9617263)"
"19 EAST 65TH   STREET                     New York, NY 10065","(40.76767295, -73.9689451605691)"
"205 EAST 69TH STREET New York, NY 10021","(40.76767435, -73.9611508500357)"
"360 EAST 72ND STREET New York, NY 10021","(40.7677332, -73.9563296)"
"40 EAST 66TH   STREET                     New York, NY 10065","(40.7677589, -73.9679728)"
"40 EAST 66TH STREET                       New York, NY 10065","(40.7677589, -73.9679728)"
"399 EAST 72ND STREET                      New York, NY 10021","(40.7678305, -73.9556561)"
"150 EAST 69TH STREET                      New York, NY 10065","(40.7678465, -73.962392)"
"311 EAST 71ST   STREET New York, NY 10021","(40.7679292, -73.9578642926201)"
"311 EAST 71ST STREET New York, NY 10021","(40.7679292, -73.9578642926201)"
"234 EAST 70TH STREET                      New York, NY 10021","(40.767942952381, -73.9606078571429)"
"350 EAST 72ND STREET New York, NY 10021","(40.7679592, -73.9570176170151)"
"350 EAST 72ND STREET                      New York, NY 10021","(40.7679592, -73.9570176170151)"
"350 EAST 72ND   STREET                    New York, NY 10021","(40.7679592, -73.9570176170151)"
"208 EAST 70TH   STREET New York, NY 10021","(40.7679758, -73.960907052805)"
"340 EAST 72ND   STREET New York, NY 10021","(40.7680566, -73.9573225994391)"
"330 EAST 72ND STREET New York, NY 10021","(40.7681225, -73.9574797929355)"
"330 EAST 72ND STREET                      New York, NY 10021","(40.7681225, -73.9574797929355)"
"330 EAST 72ND   STREET                    New York, NY 10021","(40.7681225, -73.9574797929355)"
"21 EAST 66TH   STREET                     New York, NY 10065","(40.7681908, -73.9684838)"
"787 MADISON AVENUE                        New York, NY 10065","(40.7682986, -73.96765525)"
"353 EAST 72ND STREET New York, NY 10021","(40.76830675, -73.9564639549044)"
"320 EAST 72ND STREET New York, NY 10021","(40.7683257, -73.9576348)"
"4 EAST 66TH STREET New York, NY 10065","(40.7683983, -73.9694936)"
"39 EAST 67TH   STREET                     New York, NY 10065","(40.76844715, -73.9669311001961)"
"325 EAST 72ND STREET New York, NY 10021","(40.7684519, -73.9569678)"
"188 EAST 70TH STREET                      New York, NY 10021","(40.7684719, -73.9618968)"
"188 EAST 70TH   STREET New York, NY 10021","(40.7684719, -73.9618968)"
"308 EAST 72ND   STREET                    New York, NY 10021","(40.7684847, -73.958014)"
"328 EAST 73RD STREET New York, NY 10021","(40.7686924, -73.9565346381573)"
"328 EAST 73RD   STREET New York, NY 10021","(40.7686924, -73.9565346381573)"
"315 EAST 72ND   STREET New York, NY 10021","(40.76871235, -73.9571974624149)"
"326 EAST 73RD   STREET New York, NY 10021","(40.7687252, -73.9566134)"
"330 EAST 73RD STREET                      New York, NY 10021","(40.7687514, -73.9563878)"
"324 EAST 73RD   STREET                    New York, NY 10021","(40.7687584, -73.9566931881573)"
"305 EAST 72ND   STREET                    New York, NY 10021","(40.7688434, -73.9580546)"
"345 EAST 73RD ST New York, NY 10021","(40.76892905, -73.9560274811018)"
"345 EAST 73RD STREET New York, NY 10021","(40.76892905, -73.9560274811018)"
"203 EAST 71ST   STREET                    New York, NY 10021","(40.7689906, -73.9604438070978)"
"2 EAST 67TH STREET New York, NY 10065","(40.7690504, -73.9690988)"
"308 EAST 73RD STREET New York, NY 10021","(40.7690528, -73.9573242130019)"
"319 EAST 73RD STREET New York, NY 10021","(40.7691872, -73.9565752234469)"
"245 EAST 72ND ST New York, NY 10021","(40.7692526, -73.9587712678428)"
"116 EAST 70TH   STREET                    New York, NY 10021","(40.76928295, -73.9640570684543)"
"156 EAST 71ST   STREET                    New York, NY 10021","(40.769321, -73.9622012701668)"
"162 EAST 71ST   STREET                    New York, NY 10021","(40.7693212, -73.961979)"
"11 EAST 68TH   STREET                     New York, NY 10065","(40.7694511, -73.9676099)"
"328 EAST 74TH STREET New York, NY 10021","(40.7695296, -73.9564385863142)"
"343 EAST 74TH   STREET New York, NY 10021","(40.7695382, -73.9557666)"
"326 EAST 74TH   STREET                    New York, NY 10021","(40.76956665, -73.9565140637555)"
"324 EAST 74TH   STREET                    New York, NY 10021","(40.7695836, -73.9566026405814)"
"203 EAST 72ND STREET New York, NY 10021","(40.7697258, -73.9599954543807)"
"205 EAST 72ND STREET New York, NY 10021","(40.7697272857143, -73.9603271632653)"
"220 EAST 73RD   STREET New York, NY 10021","(40.76974605, -73.9589920063426)"
"18 EAST 69TH STREET                       New York, NY 10021","(40.7698119, -73.9673609975903)"
"330 EAST 75TH   STREET                    New York, NY 10021","(40.7698148, -73.9550863)"
"330 EAST 75TH STREET                      New York, NY 10021","(40.7698148, -73.9550863)"
"330 EAST 75TH   STREET New York, NY 10021","(40.7698148, -73.9550863)"
"330 EAST 75TH ST New York, NY 10021","(40.7698148, -73.9550863)"
"330 E 75TH STREET                         New York, NY 10021","(40.7698148, -73.9550863)"
"300 E. 74TH STREET New York, NY 10021","(40.7698782, -73.9572384)"
"317 EAST 74TH STREET                      New York, NY 10021","(40.7698853, -73.9563868458247)"
"555 EAST 78TH   STREET                    New York, NY 10075","(40.76990115, -73.9484133557423)"
"235 EAST 73RD   STREET New York, NY 10021","(40.76992325, -73.9583933566559)"
"315 EAST 74TH STREET                      New York, NY 10021","(40.7699252, -73.9564615040721)"
"206 EAST 73RD STREET                      New York, NY 10021","(40.7700206, -73.959643244481)"
"206 EAST 73RD   STREET                    New York, NY 10021","(40.7700206, -73.959643244481)"
"225 EAST 73RD  STREET New York, NY 10021","(40.770057, -73.9587085034262)"
"527 EAST 78TH   STREET New York, NY 10075","(40.770116, -73.949282)"
"339 EAST 75TH   STREET New York, NY 10021","(40.770147, -73.9549570931504)"
"339 EAST 75TH   STREET                    New York, NY 10021","(40.770147, -73.9549570931504)"
"333 EAST 75TH   STREET New York, NY 10021","(40.7702167, -73.9551702015103)"
"333 EAST 75TH STREET New York, NY 10021","(40.7702167, -73.9551702015103)"
"218 EAST 74TH   STREET                    New York, NY 10021","(40.7705179, -73.958909018217)"
"311 E. 75TH STREET New York, NY 10021","(40.77055215, -73.9560014761417)"
"311 E 75TH ST New York, NY 10021","(40.77055215, -73.9560014761417)"
"311 EAST 75TH   STREET New York, NY 10021","(40.77055215, -73.9560014761417)"
"363 EAST 76TH STREET New York, NY 10075","(40.7706063, -73.9543643)"
"4 EAST 70TH   STREET New York, NY 10021","(40.77064785, -73.9672952070054)"
"400 E 77TH ST New York, NY 10075","(40.7707025, -73.9532468)"
"301 E 75TH ST. New York, NY 10021","(40.7707151, -73.9565788)"
"2 EAST END AVENUE New York, NY 10075","(40.7707184, -73.9480822)"
"244 EAST 75TH STREET                      New York, NY 10021","(40.77077295, -73.9574873554192)"
"19 EAST 70TH   STREET                     New York, NY 10021","(40.7707829, -73.9665663205989)"
"207 EAST 74TH   STREET New York, NY 10021","(40.770902, -73.9587487954672)"
"207 EAST 74TH ST. New York, NY 10021","(40.770902, -73.9587487954672)"
"207 EAST 74TH STREET New York, NY 10021","(40.770902, -73.9587487954672)"
"1022 LEXINGTON AVENUE                     New York, NY 10021","(40.771063, -73.96191)"
"136 EAST 73RD   STREET                    New York, NY 10021","(40.771128, -73.962209888224)"
"50 EAST 72ND   STREET New York, NY 10021","(40.7711572, -73.9646368932728)"
"336 EAST 77TH STREET New York, NY 10075","(40.7712635, -73.9547523483529)"
"334 EAST 77TH STREET New York, NY 10075","(40.77129215, -73.9548433453091)"
"353 EAST 77TH   STREET                    New York, NY 10075","(40.7713095, -73.9539846566667)"
"36 EAST 72ND   STREET New York, NY 10021","(40.77133525, -73.9649774848207)"
"872 MADISON AVENUE                        New York, NY 10021","(40.7713969, -73.9659026)"
"350 EAST 77TH STREET New York, NY 10075","(40.7714410612245, -73.9548632653061)"
"328 EAST 77TH   STREET New York, NY 10075","(40.771449, -73.9550373454106)"
"345 EAST 77TH STREET New York, NY 10075","(40.7714683, -73.9541444502863)"
"322 EAST 77TH   STREET                    New York, NY 10075","(40.7714948, -73.9552095)"
"33 EAST END AVENUE New York, NY 10028","(40.7715122, -73.9469031)"
"40 EAST 72ND   STREET New York, NY 10021","(40.7715415, -73.9650871666667)"
"510 EAST 80TH   STREET New York, NY 10075","(40.7716195, -73.9494035899885)"
"345 EAST 77TH New York, NY 10075","(40.7716386938775, -73.9548856734694)"
"3 EAST 71ST STREET New York, NY 10021","(40.771658, -73.9667282961443)"
"157 EAST 74TH   STREET                    New York, NY 10021","(40.7716801, -73.9605747162289)"
"39 EAST 72ND   STREET                     New York, NY 10021","(40.7717043, -73.964859)"
"325 EAST 77TH   STREET New York, NY 10075","(40.7717404, -73.9548379715656)"
"196 EAST 75TH STREET New York, NY 10021","(40.7717408, -73.9595445)"
"350 EAST 78TH STREET New York, NY 10075","(40.7717935, -73.9539484044492)"
"188 EAST 75TH ST New York, NY 10021","(40.7718265, -73.9599703647662)"
"338 EAST 78TH STREET New York, NY 10075","(40.77189755, -73.9542857372395)"
"315 EAST 77TH   STREET New York, NY 10075","(40.77190425, -73.9551704518974)"
"328 EAST 78TH   STREET                    New York, NY 10075","(40.77195145, -73.9545379357847)"
"19 EAST 72ND STREET New York, NY 10021","(40.7720602, -73.965688)"
"512 EAST 81ST   STREET                    New York, NY 10028","(40.77218795, -73.9487751991346)"
"343 E 78TH STREET New York, NY 10075","(40.77218995, -73.9539796087828)"
"306 EAST 78TH   STREET New York, NY 10075","(40.7722799, -73.9551540853342)"
"306 EAST 78TH   STREET                    New York, NY 10075","(40.7722799, -73.9551540853342)"
"52 EAST END AVENUE                        New York, NY 10028","(40.7722881, -73.9469856)"
"321 EAST 78TH   STREET                    New York, NY 10075","(40.7723422, -73.9542851142422)"
"319 EAST 78TH   STREET                    New York, NY 10075","(40.77236725, -73.9543696899794)"
"188 EAST 76TH   STREET                    New York, NY 10021","(40.772391, -73.9591353)"
"315 EAST 78TH   STREET                    New York, NY 10075","(40.77241685, -73.9545379305175)"
"1057-1059 LEXINGTON AVENUE                New York, NY 10021","(40.772441, -73.96061)"
"334 EAST 79TH   STREET                    New York, NY 10075","(40.77247995, -73.9537150297874)"
"239 EAST 77TH   STREET                    New York, NY 10075","(40.77255415, -73.9568338144711)"
"330 EAST 79TH   STREET New York, NY 10075","(40.77258995, -73.9539655750019)"
"195 EAST 76TH STREET                      New York, NY 10021","(40.77262205, -73.9590849)"
"333 EAST 79TH   STREET New York, NY 10075","(40.7727532, -73.9532061)"
"333 EAST 79TH STREET New York, NY 10075","(40.7727532, -73.9532061)"
"333 EAST 79TH   STREET                    New York, NY 10075","(40.7727532, -73.9532061)"
"308 EAST 79TH ST New York, NY 10075","(40.7728397, -73.954377514911)"
"308 EAST 79TH   STREET New York, NY 10075","(40.7728397, -73.954377514911)"
"213 EAST 77TH   STREET                    New York, NY 10075","(40.7728759795918, -73.9578204897959)"
"201 EAST 77TH   STREET                    New York, NY 10075","(40.7729284, -73.9579066)"
"261 EAST 78TH   STREET New York, NY 10075","(40.7729558, -73.9559699)"
"33 EAST 74TH STREET                       New York, NY 10021","(40.7729754, -73.9639307)"
"39 EAST 74TH   STREET                     New York, NY 10021","(40.77299905, -73.963740647522)"
"259 EAST 78TH ST New York, NY 10075","(40.77302375, -73.95597335)"
"37 EAST 74TH   STREET                     New York, NY 10021","(40.773028, -73.9638047518577)"
"323 EAST 79TH   STREET New York, NY 10075","(40.7730554, -73.9537341407244)"
"20 EAST 74TH STREET New York, NY 10021","(40.7731432, -73.9648387)"
"20 EAST 74TH STREET                       New York, NY 10021","(40.7731432, -73.9648387)"
"933 MADISON AVENUE                        New York, NY 10021","(40.773167, -73.964301)"
"239 EAST 78TH STREET                      New York, NY 10075","(40.7732088, -73.9564146649929)"
"330 EAST 80TH STREET                      New York, NY 10075","(40.77326945, -73.9534108424901)"
"330 EAST 80TH   STREET New York, NY 10075","(40.77326945, -73.9534108424901)"
"301 E.79TH STREET                         New York, NY 10075","(40.77333065, -73.9543580777011)"
"340 EAST 80TH   STREET New York, NY 10075","(40.773365, -73.953044)"
"200 EAST 78TH STREET New York, NY 10075","(40.7734262, -73.9576391)"
"345 EAST 80TH ST                          New York, NY 10075","(40.7734538, -73.9524354)"
"345 EAST 80TH   STREET                    New York, NY 10075","(40.7734538, -73.9524354)"
"345 EAST 80TH  STREET                     New York, NY 10075","(40.7734538, -73.9524354)"
"345 EAST 80TH STREET                      New York, NY 10075","(40.7734538, -73.9524354)"
"240 EAST 79TH   STREET New York, NY 10075","(40.7734566, -73.9559158665667)"
"333 EAST 80TH   STREET New York, NY 10075","(40.7735011, -73.9527670768393)"
"316 EAST 80TH   STREET                    New York, NY 10075","(40.77350515, -73.9537452282419)"
"205 E 78TH STREET New York, NY 10075","(40.7735187, -73.9573473)"
"205 EAST 78TH   STREET                    New York, NY 10021","(40.7735187, -73.9573473)"
"330 EAST 80TH New York, NY 10075","(40.7735825306122, -73.9537423877551)"
"188 EAST 78TH   STREET                    New York, NY 10075","(40.7736045, -73.9580638)"
"345 EAST 80TH                             New York, NY 10075","(40.773608244898, -73.9533561020408)"
"345 EAST 80TH New York, NY 10075","(40.773608244898, -73.9533561020408)"
"325 EAST 80TH   STREET New York, NY 10075","(40.77363105, -73.9530851677382)"
"239 EAST 79TH ST New York, NY 10075","(40.7736909, -73.9554815)"
"315 EAST 80TH   STREET New York, NY 10075","(40.77377355, -73.9533494110837)"
"345 EAST 81ST   STREET New York, NY 10028","(40.773874, -73.9519776)"
"229 EAST 79TH STREET New York, NY 10075","(40.7738995, -73.9557144564653)"
"229 E 79TH STREET New York, NY 10075","(40.7738995, -73.9557144564653)"
"336 EAST 81ST   STREET                    New York, NY 10028","(40.7739779, -73.9529642577856)"
"167 EAST 78TH   STREET New York, NY 10075","(40.77408912, -73.95872524)"
"32 EAST 76TH STREET                       New York, NY 10021","(40.7741083, -73.9631884)"
"32 EAST 76TH   STREET                     New York, NY 10021","(40.7741083, -73.9631884)"
"200 EAST 79TH STREET New York, NY 10075","(40.774151, -73.957205)"
"200 EAST 79TH   STREET                    New York, NY 10075","(40.774151, -73.957205)"
"308 EAST 81ST   STREET                    New York, NY 10028","(40.7742803, -73.953653812403)"
"335 EAST 81ST STREET New York, NY 10028","(40.7742914, -73.9527564645096)"
"201 E 79TH STREET New York, NY 10075","(40.7743532, -73.9569702)"
"331 EAST 81ST STREET                      New York, NY 10028","(40.77435775, -73.9529153699786)"
"331 EAST 81ST STREET New York, NY 10028","(40.77435775, -73.9529153699786)"
"334 EAST 82ND STREET New York, NY 10028","(40.77454825, -73.9523632958333)"
"326 EAST 82ND   STREET                    New York, NY 10028","(40.7745651, -73.9524554177207)"
"320 EAST 82ND   STREET                    New York, NY 10028","(40.77470035, -73.9527171485064)"
"215 EAST 80TH STREET                      New York, NY 10075","(40.7747039, -73.9558605)"
"350 EAST 82ND   STREET New York, NY 10028","(40.7747105306122, -73.952476244898)"
"350 EAST 82ND STREET                      New York, NY 10028","(40.7747105306122, -73.952476244898)"
"350 EAST 82ND   STREET                    New York, NY 10028","(40.7747105306122, -73.952476244898)"
"350 EAST 82ND ST New York, NY 10028","(40.7747105306122, -73.952476244898)"
"337 EAST 82ND   STREET                    New York, NY 10028","(40.77485185, -73.9521197927299)"
"201 EAST 80TH STREET New York, NY 10075","(40.7748736, -73.9563207)"
"201 EAST 80TH STREET                      New York, NY 10075","(40.7748736, -73.9563207)"
"201 EAST 80TH   STREET New York, NY 10075","(40.7748736, -73.9563207)"
"7 EAST 76TH   STREET New York, NY 10021","(40.7749123, -73.9642974837614)"
"306 EAST 82ND   STREET                    New York, NY 10028","(40.7749146, -73.9532319002039)"
"306 EAST 82ND STREET New York, NY 10028","(40.7749146, -73.9532319002039)"
"329 EAST 82ND   STREET                    New York, NY 10028","(40.7749502, -73.9523503555044)"
"330 EAST 83RD STREET New York, NY 10028","(40.77513885, -73.95177635)"
"229 EAST 81ST   STREET New York, NY 10028","(40.7751915, -73.9550079508448)"
"320 EAST 83RD   STREET New York, NY 10028","(40.7752895, -73.9521328564689)"
"225 EAST 81ST STREET                      New York, NY 10028","(40.77530435, -73.9551276624754)"
"535 EAST 86TH   STREET New York, NY 10028","(40.7753601, -73.9453709)"
"1420 3RD  AVENUE                          New York, NY 10028","(40.77543305, -73.9568407134202)"
"331 EAST 83RD STREET New York, NY 10028","(40.7754337, -73.9514063861111)"
"40 EAST 78TH   STREET New York, NY 10075","(40.7754537, -73.9624503)"
"40 EAST 78TH STREET                       New York, NY 10075","(40.7754537, -73.9624503)"
"40 EAST 78TH   STREET                     New York, NY 10075","(40.7754537, -73.9624503)"
"215 EAST 81ST STREET                      New York, NY 10028","(40.77546185, -73.9554945912472)"
"325 EAST 83RD   STREET                    New York, NY 10028","(40.7755064, -73.9516577472339)"
"249 EAST 82ND   STREET                    New York, NY 10028","(40.7755639, -73.9539772)"
"1006 MADISON AVENUE                       New York, NY 10075","(40.7755686, -73.9629654289027)"
"344 EAST 84TH STREET New York, NY 10028","(40.7757024, -73.95113775)"
"233 EAST 82ND   STREET                    New York, NY 10028","(40.77578475, -73.9542481377544)"
"305 EAST 83RD STREET New York, NY 10028","(40.7758274, -73.9524090001654)"
"349 EAST 84TH   STREET New York, NY 10028","(40.775928, -73.95080755)"
"347 EAST 84TH STREET                      New York, NY 10028","(40.7759553, -73.9508729)"
"347 EAST 84TH   STREET New York, NY 10028","(40.7759553, -73.9508729)"
"246 EAST 83RD   STREET                    New York, NY 10028","(40.77597905, -73.9537181706237)"
"343 EAST 84TH   STREET                    New York, NY 10028","(40.77600735, -73.9509975524025)"
"314 EAST 84TH   STREET                    New York, NY 10028","(40.77606225, -73.9520752860981)"
"312 EAST 84TH   STREET                    New York, NY 10028","(40.7760952, -73.9521560514953)"
"226 EAST 83RD   STREET                    New York, NY 10028","(40.7761737, -73.9544310560604)"
"327 EAST 84TH   STREET                    New York, NY 10028","(40.77623905, -73.9513672980056)"
"344 EAST 85TH   STREET                    New York, NY 10028","(40.77631855, -73.9506458142554)"
"342 EAST 85TH   STREET                    New York, NY 10028","(40.77635525, -73.950850357325)"
"351 EAST 85TH   STREET                    New York, NY 10028","(40.77654885, -73.9501802625488)"
"322 EAST 85TH STREET New York, NY 10028","(40.7766024, -73.9513797537298)"
"167 EAST 82ND   STREET New York, NY 10028","(40.77666655, -73.9563409120696)"
"167 EAST 82ND   STREET                    New York, NY 10028","(40.77666655, -73.9563409120696)"
"312 EAST 85TH STREET New York, NY 10028","(40.7766942, -73.9516294344152)"
"337 EAST 85TH STREET New York, NY 10028","(40.77677115, -73.9507405694315)"
"201 E 83RD STREET New York, NY 10028","(40.7768456, -73.9550753)"
"333 EAST 85TH STREET New York, NY 10028","(40.776857, -73.950884536287)"
"335 EAST 85TH New York, NY 10028","(40.7769013877551, -73.9513223265306)"
